date;banque;indicateur;pays;iso;valeur;activité filiale
2014-12-31;SG;impot différé;Croatie;HR;10000000
2014-12-31;SG;impot sur bénéfice;Croatie;HR;-30000000
2014-12-31;SG;Effectif;Croatie;HR;1459
2014-12-31;SG;NB filiales CBCR;Croatie;HR;3
2014-12-31;SG;Total filiales;Croatie;HR;3
2014-12-31;SG;resultats/effectifs;Croatie;HR;219328.31
2014-12-31;SG;resultats/pnb;Croatie;HR;0.23
2014-12-31;SG;Produit Net Bancaire;Curaçao;CW;10000000
2014-12-31;SG;Resultat avant impot;Curaçao;CW;10000000
2014-12-31;SG;NB filiales CBCR;Curaçao;CW;1
2014-12-31;SG;Total filiales;Curaçao;CW;1
2014-12-31;SG;resultats/pnb;Curaçao;CW;1.00
2014-12-31;SG;Produit Net Bancaire;Danemark;DK;570000000
2014-12-31;SG;Resultat avant impot;Danemark;DK;330000000
2014-12-31;SG;impot courant;Danemark;DK;-90000000
2014-12-31;SG;impot différé;Danemark;DK;20000000
2014-12-31;SG;impot sur bénéfice;Danemark;DK;-70000000
2014-12-31;SG;Effectif;Danemark;DK;146
2014-12-31;SG;NB filiales CBCR;Danemark;DK;4
2014-12-31;SG;Total filiales;Danemark;DK;4
2014-12-31;SG;resultats/effectifs;Danemark;DK;2260273.97
2014-12-31;SG;resultats/pnb;Danemark;DK;0.58
2014-12-31;SG;Produit Net Bancaire;Émirats Arabes Unis;AE;170000000
2014-12-31;SG;Resultat avant impot;Émirats Arabes Unis;AE;40000000
2014-12-31;SG;Effectif;Émirats Arabes Unis;AE;79
2014-12-31;SG;NB filiales CBCR;Émirats Arabes Unis;AE;3
2014-12-31;SG;Total filiales;Émirats Arabes Unis;AE;3
2014-12-31;SG;resultats/effectifs;Émirats Arabes Unis;AE;506329.11
2014-12-31;SG;resultats/pnb;Émirats Arabes Unis;AE;0.24
2014-12-31;SG;Produit Net Bancaire;Espagne;ES;4000000000
2014-12-31;SG;Resultat avant impot;Espagne;ES;2330000000
2014-12-31;SG;impot courant;Espagne;ES;-460000000
2014-12-31;SG;impot différé;Espagne;ES;-70000000
2014-12-31;SG;impot sur bénéfice;Espagne;ES;-530000000
2014-12-31;SG;Effectif;Espagne;ES;562
2014-12-31;SG;NB filiales CBCR;Espagne;ES;8
2014-12-31;SG;NB filiales périmètre en +;Espagne;ES;1
2014-12-31;SG;Total filiales;Espagne;ES;9
2014-12-31;SG;resultats/effectifs;Espagne;ES;4145907.47
2014-12-31;SG;resultats/pnb;Espagne;ES;0.58
2014-12-31;SG;NB filiales CBCR;Estonie;EE;1
2014-12-31;SG;Total filiales;Estonie;EE;1
2014-12-31;SG;Produit Net Bancaire;États-Unis;US;12050000000
2014-12-31;SG;Resultat avant impot;États-Unis;US;2190000000
2014-12-31;SG;impot courant;États-Unis;US;-350000000
2014-12-31;SG;impot différé;États-Unis;US;-1870000000
2014-12-31;SG;impot sur bénéfice;États-Unis;US;-2220000000
2014-12-31;SG;Effectif;États-Unis;US;2455
2014-12-31;SG;NB filiales CBCR;États-Unis;US;30
2014-12-31;SG;NB filiales périmètre en +;États-Unis;US;1
2014-12-31;SG;Total filiales;États-Unis;US;31
2014-12-31;SG;resultats/effectifs;États-Unis;US;892057.03
2014-12-31;SG;resultats/pnb;États-Unis;US;0.18
2014-12-31;SG;Produit Net Bancaire;Finlande;FI;590000000
2014-12-31;SG;Resultat avant impot;Finlande;FI;430000000
2014-12-31;SG;impot courant;Finlande;FI;-70000000
2014-12-31;SG;impot différé;Finlande;FI;-30000000
2014-12-31;SG;impot sur bénéfice;Finlande;FI;-100000000
2014-12-31;SG;Effectif;Finlande;FI;86
2014-12-31;SG;NB filiales CBCR;Finlande;FI;2
2014-12-31;SG;Total filiales;Finlande;FI;2
2014-12-31;SG;resultats/effectifs;Finlande;FI;5000000.00
2014-12-31;SG;resultats/pnb;Finlande;FI;0.73
2014-12-31;SG;Produit Net Bancaire;France;FR;105760000000
2014-12-31;SG;Resultat avant impot;France;FR;3210000000
2014-12-31;SG;impot courant;France;FR;-3470000000
2014-12-31;SG;impot différé;France;FR;330000000
2014-12-31;SG;impot sur bénéfice;France;FR;-3140000000
2014-12-31;SG;Effectif;France;FR;51794
2014-12-31;SG;NB filiales CBCR;France;FR;301
2014-12-31;SG;NB filiales périmètre en +;France;FR;7
2014-12-31;SG;Total filiales;France;FR;308
2014-12-31;SG;resultats/effectifs;France;FR;61976.29
2014-12-31;SG;resultats/pnb;France;FR;0.03
2014-12-31;SG;Produit Net Bancaire;Géorgie;GE;410000000
2014-12-31;SG;Resultat avant impot;Géorgie;GE;150000000
2014-12-31;SG;impot courant;Géorgie;GE;-20000000
2014-12-31;SG;impot différé;Géorgie;GE;-10000000
2014-12-31;SG;impot sur bénéfice;Géorgie;GE;-30000000
2014-12-31;SG;Effectif;Géorgie;GE;956
2014-12-31;SG;NB filiales CBCR;Géorgie;GE;3
2014-12-31;SG;Total filiales;Géorgie;GE;3
2014-12-31;SG;resultats/effectifs;Géorgie;GE;156903.77
2014-12-31;SG;resultats/pnb;Géorgie;GE;0.37
2014-12-31;SG;Produit Net Bancaire;Ghana;GH;620000000
2014-12-31;SG;Resultat avant impot;Ghana;GH;110000000
2014-12-31;SG;impot courant;Ghana;GH;-50000000
2014-12-31;SG;impot sur bénéfice;Ghana;GH;-50000000
2014-12-31;SG;Effectif;Ghana;GH;709
2014-12-31;SG;NB filiales CBCR;Ghana;GH;1
2014-12-31;SG;Total filiales;Ghana;GH;1
2014-12-31;SG;resultats/effectifs;Ghana;GH;155148.10
2014-12-31;SG;resultats/pnb;Ghana;GH;0.18
2014-12-31;SG;Produit Net Bancaire;Gibraltar;GI;160000000
2014-12-31;SG;Effectif;Gibraltar;GI;50
2014-12-31;SG;NB filiales CBCR;Gibraltar;GI;2
2014-12-31;SG;Total filiales;Gibraltar;GI;2
2014-12-31;SG;Produit Net Bancaire;Grèce;GR;40000000
2014-12-31;SG;Resultat avant impot;Grèce;GR;10000000
2014-12-31;SG;Effectif;Grèce;GR;38
2014-12-31;SG;NB filiales CBCR;Grèce;GR;2
2014-12-31;SG;NB filiales périmètre en +;Grèce;GR;1
2014-12-31;SG;Total filiales;Grèce;GR;3
2014-12-31;SG;resultats/effectifs;Grèce;GR;263157.89
2014-12-31;SG;resultats/pnb;Grèce;GR;0.25
2014-12-31;SG;NB filiales CBCR;Guernesey;GG;6
2014-12-31;SG;Total filiales;Guernesey;GG;6
2014-12-31;SG;Produit Net Bancaire;Guinée;GN;280000000
2014-12-31;SG;Resultat avant impot;Guinée;GN;120000000
2014-12-31;SG;impot courant;Guinée;GN;-50000000
2014-12-31;SG;impot sur bénéfice;Guinée;GN;-50000000
2014-12-31;SG;Effectif;Guinée;GN;290
2014-12-31;SG;NB filiales CBCR;Guinée;GN;1
2014-12-31;SG;Total filiales;Guinée;GN;1
2014-12-31;SG;resultats/effectifs;Guinée;GN;413793.10
2014-12-31;SG;resultats/pnb;Guinée;GN;0.43
2014-12-31;SG;Produit Net Bancaire;Guinée Équatoriale;GQ;270000000
2014-12-31;SG;Resultat avant impot;Guinée Équatoriale;GQ;120000000
2014-12-31;SG;impot courant;Guinée Équatoriale;GQ;-40000000
2014-12-31;SG;impot différé;Guinée Équatoriale;GQ;-10000000
2014-12-31;SG;impot sur bénéfice;Guinée Équatoriale;GQ;-50000000
2014-12-31;SG;Effectif;Guinée Équatoriale;GQ;289
2014-12-31;SG;NB filiales CBCR;Guinée Équatoriale;GQ;1
2014-12-31;SG;Total filiales;Guinée Équatoriale;GQ;1
2014-12-31;SG;resultats/effectifs;Guinée Équatoriale;GQ;415224.91
2014-12-31;SG;resultats/pnb;Guinée Équatoriale;GQ;0.44
2014-12-31;SG;Produit Net Bancaire;Hong-Kong;HK;6730000000
2014-12-31;SG;Resultat avant impot;Hong-Kong;HK;3420000000
2014-12-31;SG;impot courant;Hong-Kong;HK;-310000000
2014-12-31;SG;impot différé;Hong-Kong;HK;30000000
2014-12-31;SG;impot sur bénéfice;Hong-Kong;HK;-280000000
2014-12-31;SG;Effectif;Hong-Kong;HK;1038
2014-12-31;SG;NB filiales CBCR;Hong-Kong;HK;12
2014-12-31;SG;Total filiales;Hong-Kong;HK;12
2014-12-31;SG;resultats/effectifs;Hong-Kong;HK;3294797.69
2014-12-31;SG;resultats/pnb;Hong-Kong;HK;0.51
2014-12-31;SG;Resultat avant impot;Hongrie;HU;30000000
2014-12-31;SG;NB filiales CBCR;Hongrie;HU;3
2014-12-31;SG;Total filiales;Hongrie;HU;3
2014-12-31;SG;NB filiales CBCR;Îles Caïmans;KY;3
2014-12-31;SG;Total filiales;Îles Caïmans;KY;3
2014-12-31;SG;NB filiales CBCR;Iles Vierges Britanniques;VG;1
2014-12-31;SG;Total filiales;Iles Vierges Britanniques;VG;1
2014-12-31;SG;Produit Net Bancaire;Inde;IN;610000000
2014-12-31;SG;Resultat avant impot;Inde;IN;560000000
2014-12-31;SG;impot courant;Inde;IN;-190000000
2014-12-31;SG;impot différé;Inde;IN;10000000
2014-12-31;SG;impot sur bénéfice;Inde;IN;-180000000
2014-12-31;SG;Effectif;Inde;IN;3968
2014-12-31;SG;NB filiales CBCR;Inde;IN;5
2014-12-31;SG;Total filiales;Inde;IN;5
2014-12-31;SG;resultats/effectifs;Inde;IN;141129.03
2014-12-31;SG;resultats/pnb;Inde;IN;0.92
2014-12-31;SG;Produit Net Bancaire;Irlande;IE;50000000
2014-12-31;SG;Resultat avant impot;Irlande;IE;130000000
2014-12-31;SG;Effectif;Irlande;IE;53
2014-12-31;SG;NB filiales CBCR;Irlande;IE;10
2014-12-31;SG;NB filiales périmètre en +;Irlande;IE;3
2014-12-31;SG;Total filiales;Irlande;IE;13
2014-12-31;SG;resultats/effectifs;Irlande;IE;2452830.19
2014-12-31;SG;resultats/pnb;Irlande;IE;2.60
2014-12-31;SG;Produit Net Bancaire;Italie;IT;6190000000
2014-12-31;SG;Resultat avant impot;Italie;IT;1140000000
2014-12-31;SG;impot courant;Italie;IT;-700000000
2014-12-31;SG;impot différé;Italie;IT;320000000
2014-12-31;SG;impot sur bénéfice;Italie;IT;-380000000
2014-12-31;SG;Effectif;Italie;IT;1938
2014-12-31;SG;NB filiales CBCR;Italie;IT;13
2014-12-31;SG;Total filiales;Italie;IT;13
2014-12-31;SG;resultats/effectifs;Italie;IT;588235.29
2014-12-31;SG;resultats/pnb;Italie;IT;0.18
2014-12-31;SG;Produit Net Bancaire;Japon;JP;3060000000
2014-12-31;SG;Resultat avant impot;Japon;JP;1790000000
2014-12-31;SG;impot courant;Japon;JP;-420000000
2014-12-31;SG;impot différé;Japon;JP;-40000000
2014-12-31;SG;impot sur bénéfice;Japon;JP;-460000000
2014-12-31;SG;Effectif;Japon;JP;284
2014-12-31;SG;NB filiales CBCR;Japon;JP;4
2014-12-31;SG;Total filiales;Japon;JP;4
2014-12-31;SG;resultats/effectifs;Japon;JP;6302816.90
2014-12-31;SG;resultats/pnb;Japon;JP;0.58
2014-12-31;SG;Produit Net Bancaire;Jersey;JE;600000000
2014-12-31;SG;Resultat avant impot;Jersey;JE;200000000
2014-12-31;SG;impot courant;Jersey;JE;-20000000
2014-12-31;SG;impot sur bénéfice;Jersey;JE;-20000000
2014-12-31;SG;Effectif;Jersey;JE;219
2014-12-31;SG;NB filiales CBCR;Jersey;JE;16
2014-12-31;SG;Total filiales;Jersey;JE;16
2014-12-31;SG;resultats/effectifs;Jersey;JE;913242.01
2014-12-31;SG;resultats/pnb;Jersey;JE;0.33
2014-12-31;SG;Resultat avant impot;Lettonie;LV;10000000
2014-12-31;SG;NB filiales CBCR;Lettonie;LV;1
2014-12-31;SG;Total filiales;Lettonie;LV;1
2014-12-31;SG;Resultat avant impot;Liban;LB;150000000
2014-12-31;SG;NB filiales CBCR;Liban;LB;1
2014-12-31;SG;Total filiales;Liban;LB;1
2014-12-31;SG;Resultat avant impot;Lituanie;LT;10000000
2014-12-31;SG;NB filiales CBCR;Lituanie;LT;1
2014-12-31;SG;Total filiales;Lituanie;LT;1
2014-12-31;SG;Produit Net Bancaire;Luxembourg;LU;8340000000
2014-12-31;SG;Resultat avant impot;Luxembourg;LU;5900000000
2014-12-31;SG;impot courant;Luxembourg;LU;-960000000
2014-12-31;SG;impot différé;Luxembourg;LU;-260000000
2014-12-31;SG;impot sur bénéfice;Luxembourg;LU;-1220000000
2014-12-31;SG;Effectif;Luxembourg;LU;1275
2014-12-31;SG;NB filiales CBCR;Luxembourg;LU;24
2014-12-31;SG;NB filiales périmètre en +;Luxembourg;LU;3
2014-12-31;SG;Total filiales;Luxembourg;LU;27
2014-12-31;SG;resultats/effectifs;Luxembourg;LU;4627450.98
2014-12-31;SG;resultats/pnb;Luxembourg;LU;0.71
2014-12-31;SG;Produit Net Bancaire;Macédoine;MK;190000000
2014-12-31;SG;Resultat avant impot;Macédoine;MK;40000000
2014-12-31;SG;Effectif;Macédoine;MK;375
2014-12-31;SG;NB filiales CBCR;Macédoine;MK;1
2014-12-31;SG;Total filiales;Macédoine;MK;1
2014-12-31;SG;resultats/effectifs;Macédoine;MK;106666.67
2014-12-31;SG;resultats/pnb;Macédoine;MK;0.21
2014-12-31;SG;Produit Net Bancaire;Madagascar;MG;440000000
2014-12-31;SG;Resultat avant impot;Madagascar;MG;190000000
2014-12-31;SG;impot courant;Madagascar;MG;-40000000
2014-12-31;SG;impot sur bénéfice;Madagascar;MG;-40000000
2014-12-31;SG;Effectif;Madagascar;MG;805
2014-12-31;SG;NB filiales CBCR;Madagascar;MG;1
2014-12-31;SG;Total filiales;Madagascar;MG;1
2014-12-31;SG;resultats/effectifs;Madagascar;MG;236024.84
2014-12-31;SG;resultats/pnb;Madagascar;MG;0.43
2014-12-31;SG;NB filiales CBCR;Malte;MT;2
2014-12-31;SG;Total filiales;Malte;MT;2
2014-12-31;SG;Produit Net Bancaire;Maroc;MA;4360000000
2014-12-31;SG;Resultat avant impot;Maroc;MA;1300000000
2014-12-31;SG;impot courant;Maroc;MA;-590000000
2014-12-31;SG;impot différé;Maroc;MA;100000000
2014-12-31;SG;impot sur bénéfice;Maroc;MA;-490000000
2014-12-31;SG;Effectif;Maroc;MA;3778
2014-12-31;SG;NB filiales CBCR;Maroc;MA;10
2014-12-31;SG;Total filiales;Maroc;MA;10
2014-12-31;SG;resultats/effectifs;Maroc;MA;344097.41
2014-12-31;SG;resultats/pnb;Maroc;MA;0.30
2014-12-31;SG;NB filiales CBCR;Maurice;MU;1
2014-12-31;SG;Total filiales;Maurice;MU;1
2014-12-31;SG;Produit Net Bancaire;Mexique;MX;80000000
2014-12-31;SG;Resultat avant impot;Mexique;MX;20000000
2014-12-31;SG;impot courant;Mexique;MX;10000000
2014-12-31;SG;impot sur bénéfice;Mexique;MX;10000000
2014-12-31;SG;Effectif;Mexique;MX;90
2014-12-31;SG;NB filiales CBCR;Mexique;MX;3
2014-12-31;SG;resultats/effectifs;Mexique;MX;222222.22
2014-12-31;SG;resultats/pnb;Mexique;MX;0.25
2014-12-31;SG;Produit Net Bancaire;Moldavie;MD;220000000
2014-12-31;SG;Resultat avant impot;Moldavie;MD;60000000
2014-12-31;SG;impot courant;Moldavie;MD;-10000000
2014-12-31;SG;impot sur bénéfice;Moldavie;MD;-10000000
2014-12-31;SG;Effectif;Moldavie;MD;736
2014-12-31;SG;NB filiales CBCR;Moldavie;MD;1
2014-12-31;SG;Total filiales;Moldavie;MD;1
2014-12-31;SG;resultats/effectifs;Moldavie;MD;81521.74
2014-12-31;SG;resultats/pnb;Moldavie;MD;0.27
2014-12-31;SG;Produit Net Bancaire;Monaco;MC;1400000000
2014-12-31;SG;Resultat avant impot;Monaco;MC;630000000
2014-12-31;SG;impot courant;Monaco;MC;-210000000
2014-12-31;SG;impot sur bénéfice;Monaco;MC;-210000000
2014-12-31;SG;Effectif;Monaco;MC;315
2014-12-31;SG;NB filiales CBCR;Monaco;MC;4
2014-12-31;SG;Total filiales;Monaco;MC;4
2014-12-31;SG;resultats/effectifs;Monaco;MC;2000000.00
2014-12-31;SG;resultats/pnb;Monaco;MC;0.45
2014-12-31;SG;Produit Net Bancaire;Monténégro;ME;210000000
2014-12-31;SG;Resultat avant impot;Monténégro;ME;60000000
2014-12-31;SG;impot courant;Monténégro;ME;-10000000
2014-12-31;SG;impot sur bénéfice;Monténégro;ME;-10000000
2014-12-31;SG;Effectif;Monténégro;ME;258
2014-12-31;SG;NB filiales CBCR;Monténégro;ME;1
2014-12-31;SG;Total filiales;Monténégro;ME;1
2014-12-31;SG;resultats/effectifs;Monténégro;ME;232558.14
2014-12-31;SG;resultats/pnb;Monténégro;ME;0.29
2014-12-31;SG;Produit Net Bancaire;Norvège;NO;1290000000
2014-12-31;SG;Resultat avant impot;Norvège;NO;610000000
2014-12-31;SG;impot courant;Norvège;NO;-70000000
2014-12-31;SG;impot différé;Norvège;NO;-60000000
2014-12-31;SG;impot sur bénéfice;Norvège;NO;-130000000
2014-12-31;SG;Effectif;Norvège;NO;328
2014-12-31;SG;NB filiales CBCR;Norvège;NO;3
2014-12-31;SG;Total filiales;Norvège;NO;3
2014-12-31;SG;resultats/effectifs;Norvège;NO;1859756.10
2014-12-31;SG;resultats/pnb;Norvège;NO;0.47
2014-12-31;SG;Produit Net Bancaire;Nouvelle-Calédonie;NC;790000000
2014-12-31;SG;Resultat avant impot;Nouvelle-Calédonie;NC;420000000
2014-12-31;SG;impot courant;Nouvelle-Calédonie;NC;-170000000
2014-12-31;SG;impot différé;Nouvelle-Calédonie;NC;10000000
2014-12-31;SG;impot sur bénéfice;Nouvelle-Calédonie;NC;-160000000
2014-12-31;SG;Effectif;Nouvelle-Calédonie;NC;312
2014-12-31;SG;NB filiales CBCR;Nouvelle-Calédonie;NC;2
2014-12-31;SG;Total filiales;Nouvelle-Calédonie;NC;2
2014-12-31;SG;resultats/effectifs;Nouvelle-Calédonie;NC;1346153.85
2014-12-31;SG;resultats/pnb;Nouvelle-Calédonie;NC;0.53
2014-12-31;SG;NB filiales CBCR;Nouvelle-Zélande;NZ;1
2014-12-31;SG;Total filiales;Nouvelle-Zélande;NZ;1
2014-12-31;SG;Produit Net Bancaire;Pays-Bas;NL;320000000
2014-12-31;SG;Resultat avant impot;Pays-Bas;NL;70000000
2014-12-31;SG;impot courant;Pays-Bas;NL;-30000000
2014-12-31;SG;impot sur bénéfice;Pays-Bas;NL;-30000000
2014-12-31;SG;Effectif;Pays-Bas;NL;164
2014-12-31;SG;NB filiales CBCR;Pays-Bas;NL;12
2014-12-31;SG;NB filiales périmètre en +;Pays-Bas;NL;1
2014-12-31;SG;Total filiales;Pays-Bas;NL;13
2014-12-31;SG;resultats/effectifs;Pays-Bas;NL;426829.27
2014-12-31;SG;resultats/pnb;Pays-Bas;NL;0.22
2014-12-31;SG;NB filiales CBCR;Philippines;PH;1
2014-12-31;SG;Total filiales;Philippines;PH;1
2014-12-31;SG;Produit Net Bancaire;Pologne;PL;1950000000
2014-12-31;SG;Resultat avant impot;Pologne;PL;430000000
2014-12-31;SG;impot différé;Pologne;PL;-90000000
2014-12-31;SG;impot sur bénéfice;Pologne;PL;-90000000
2014-12-31;SG;Effectif;Pologne;PL;3328
2014-12-31;SG;NB filiales CBCR;Pologne;PL;7
2014-12-31;SG;Total filiales;Pologne;PL;7
2014-12-31;SG;resultats/effectifs;Pologne;PL;129206.73
2014-12-31;SG;resultats/pnb;Pologne;PL;0.22
2014-12-31;SG;Produit Net Bancaire;Polynésie Française;PF;520000000
2014-12-31;SG;Resultat avant impot;Polynésie Française;PF;30000000
2014-12-31;SG;impot courant;Polynésie Française;PF;-60000000
2014-12-31;SG;impot différé;Polynésie Française;PF;40000000
2014-12-31;SG;impot sur bénéfice;Polynésie Française;PF;-20000000
2014-12-31;SG;Effectif;Polynésie Française;PF;283
2014-12-31;SG;NB filiales CBCR;Polynésie Française;PF;2
2014-12-31;SG;Total filiales;Polynésie Française;PF;2
2014-12-31;SG;resultats/effectifs;Polynésie Française;PF;106007.07
2014-12-31;SG;resultats/pnb;Polynésie Française;PF;0.06
2014-12-31;SG;Produit Net Bancaire;Portugal;PT;160000000
2014-12-31;SG;Resultat avant impot;Portugal;PT;110000000
2014-12-31;SG;impot courant;Portugal;PT;-20000000
2014-12-31;SG;impot sur bénéfice;Portugal;PT;-20000000
2014-12-31;SG;Effectif;Portugal;PT;85
2014-12-31;SG;NB filiales CBCR;Portugal;PT;1
2014-12-31;SG;Total filiales;Portugal;PT;1
2014-12-31;SG;resultats/effectifs;Portugal;PT;1294117.65
2014-12-31;SG;resultats/pnb;Portugal;PT;0.69
2014-12-31;SG;Produit Net Bancaire;République Tchèque;CZ;11180000000
2014-12-31;SG;Resultat avant impot;République Tchèque;CZ;5860000000
2014-12-31;SG;impot courant;République Tchèque;CZ;-970000000
2014-12-31;SG;impot différé;République Tchèque;CZ;-50000000
2014-12-31;SG;impot sur bénéfice;République Tchèque;CZ;-1020000000
2014-12-31;SG;Effectif;République Tchèque;CZ;8436
2014-12-31;SG;NB filiales CBCR;République Tchèque;CZ;16
2014-12-31;SG;Total filiales;République Tchèque;CZ;16
2014-12-31;SG;resultats/effectifs;République Tchèque;CZ;694642.01
2014-12-31;SG;resultats/pnb;République Tchèque;CZ;0.52
2014-12-31;SG;Produit Net Bancaire;Roumanie;RO;5960000000
2014-12-31;SG;Resultat avant impot;Roumanie;RO;240000000
2014-12-31;SG;impot courant;Roumanie;RO;-20000000
2014-12-31;SG;impot différé;Roumanie;RO;-100000000
2014-12-31;SG;impot sur bénéfice;Roumanie;RO;-120000000
2014-12-31;SG;Effectif;Roumanie;RO;8250
2014-12-31;SG;NB filiales CBCR;Roumanie;RO;7
2014-12-31;SG;Total filiales;Roumanie;RO;7
2014-12-31;SG;resultats/effectifs;Roumanie;RO;29090.91
2014-12-31;SG;resultats/pnb;Roumanie;RO;0.04
2014-12-31;SG;Produit Net Bancaire;Royaume-Uni;GB;14520000000
2014-12-31;SG;Resultat avant impot;Royaume-Uni;GB;2430000000
2014-12-31;SG;impot courant;Royaume-Uni;GB;-500000000
2014-12-31;SG;impot différé;Royaume-Uni;GB;-450000000
2014-12-31;SG;impot sur bénéfice;Royaume-Uni;GB;-950000000
2014-12-31;SG;Effectif;Royaume-Uni;GB;2934
2014-12-31;SG;NB filiales CBCR;Royaume-Uni;GB;52
2014-12-31;SG;Total filiales;Royaume-Uni;GB;52
2014-12-31;SG;resultats/effectifs;Royaume-Uni;GB;828220.86
2014-12-31;SG;resultats/pnb;Royaume-Uni;GB;0.17
2014-12-31;SG;Produit Net Bancaire;Russie;RU;12340000000
2014-12-31;SG;Resultat avant impot;Russie;RU;1870000000
2014-12-31;SG;impot courant;Russie;RU;-410000000
2014-12-31;SG;impot différé;Russie;RU;-100000000
2014-12-31;SG;impot sur bénéfice;Russie;RU;-510000000
2014-12-31;SG;Effectif;Russie;RU;20966
2014-12-31;SG;NB filiales CBCR;Russie;RU;21
2014-12-31;SG;Total filiales;Russie;RU;21
2014-12-31;SG;resultats/effectifs;Russie;RU;89192.03
2014-12-31;SG;resultats/pnb;Russie;RU;0.15
2014-12-31;SG;Produit Net Bancaire;Sénégal;SN;510000000
2014-12-31;SG;Resultat avant impot;Sénégal;SN;-340000000
2014-12-31;SG;impot différé;Sénégal;SN;80000000
2014-12-31;SG;impot sur bénéfice;Sénégal;SN;80000000
2014-12-31;SG;Effectif;Sénégal;SN;756
2014-12-31;SG;NB filiales CBCR;Sénégal;SN;1
2014-12-31;SG;Total filiales;Sénégal;SN;1
2014-12-31;SG;resultats/effectifs;Sénégal;SN;-449735.45
2014-12-31;SG;resultats/pnb;Sénégal;SN;-0.67
2014-12-31;SG;Produit Net Bancaire;Serbie;RS;930000000
2014-12-31;SG;Resultat avant impot;Serbie;RS;90000000
2014-12-31;SG;impot différé;Serbie;RS;30000000
2014-12-31;SG;impot sur bénéfice;Serbie;RS;30000000
2014-12-31;SG;Effectif;Serbie;RS;1301
2014-12-31;SG;NB filiales CBCR;Serbie;RS;2
2014-12-31;SG;Total filiales;Serbie;RS;2
2014-12-31;SG;resultats/effectifs;Serbie;RS;69177.56
2014-12-31;SG;resultats/pnb;Serbie;RS;0.10
2014-12-31;SG;Produit Net Bancaire;Singapour;SG;1420000000
2014-12-31;SG;Resultat avant impot;Singapour;SG;1100000000
2014-12-31;SG;impot différé;Singapour;SG;150000000
2014-12-31;SG;impot sur bénéfice;Singapour;SG;150000000
2014-12-31;SG;Effectif;Singapour;SG;376
2014-12-31;SG;NB filiales CBCR;Singapour;SG;4
2014-12-31;SG;Total filiales;Singapour;SG;4
2014-12-31;SG;resultats/effectifs;Singapour;SG;2925531.91
2014-12-31;SG;resultats/pnb;Singapour;SG;0.77
2014-12-31;SG;Produit Net Bancaire;Slovaquie;SK;150000000
2014-12-31;SG;Resultat avant impot;Slovaquie;SK;110000000
2014-12-31;SG;impot courant;Slovaquie;SK;-30000000
2014-12-31;SG;impot différé;Slovaquie;SK;20000000
2014-12-31;SG;impot sur bénéfice;Slovaquie;SK;-10000000
2014-12-31;SG;Effectif;Slovaquie;SK;103
2014-12-31;SG;NB filiales CBCR;Slovaquie;SK;5
2014-12-31;SG;Total filiales;Slovaquie;SK;5
2014-12-31;SG;resultats/effectifs;Slovaquie;SK;1067961.17
2014-12-31;SG;resultats/pnb;Slovaquie;SK;0.73
2014-12-31;SG;Produit Net Bancaire;Slovénie;SI;1080000000
2014-12-31;SG;Resultat avant impot;Slovénie;SI;440000000
2014-12-31;SG;impot courant;Slovénie;SI;-40000000
2014-12-31;SG;impot différé;Slovénie;SI;-40000000
2014-12-31;SG;impot sur bénéfice;Slovénie;SI;-80000000
2014-12-31;SG;Effectif;Slovénie;SI;837
2014-12-31;SG;NB filiales CBCR;Slovénie;SI;3
2014-12-31;SG;Total filiales;Slovénie;SI;3
2014-12-31;SG;resultats/effectifs;Slovénie;SI;525686.98
2014-12-31;SG;resultats/pnb;Slovénie;SI;0.41
2014-12-31;SG;Produit Net Bancaire;Suède;SE;540000000
2014-12-31;SG;Resultat avant impot;Suède;SE;300000000
2014-12-31;SG;impot courant;Suède;SE;-30000000
2014-12-31;SG;impot différé;Suède;SE;-40000000
2014-12-31;SG;impot sur bénéfice;Suède;SE;-70000000
2014-12-31;SG;Effectif;Suède;SE;124
2014-12-31;SG;NB filiales CBCR;Suède;SE;4
2014-12-31;SG;Total filiales;Suède;SE;4
